01,13,20,26
01,13,20,35
01,13,20,37
01,13,26,35
01,13,26,37
01,13,35,37
01,20,26,35
01,20,26,37
01,20,35,37
01,26,35,37
13,20,26,35
13,20,26,37
13,20,35,37
13,26,35,37
20,26,35,37
03,11,17,19
03,11,17,34
03,11,17,39
03,11,19,34
03,11,19,39
03,11,34,39
03,17,19,34
03,17,19,39
03,17,34,39
03,19,34,39
11,17,19,34
11,17,19,39
11,17,34,39
11,19,34,39
17,19,34,39
06,12,15,22
06,12,15,33
06,12,15,39
06,12,22,33
06,12,22,39
06,12,33,39
06,15,22,33
06,15,22,39
06,15,33,39
06,22,33,39
12,15,22,33
12,15,22,39
12,15,33,39
12,22,33,39
15,22,33,39
07,11,17,31
07,11,17,35
07,11,17,40
07,11,31,35
07,11,31,40
07,11,35,40
07,17,31,35
07,17,31,40
07,17,35,40
07,31,35,40
11,17,31,35
11,17,31,40
11,17,35,40
11,31,35,40
17,31,35,40
15,18,28,30
15,18,28,34
15,18,28,44
15,18,30,34
15,18,30,44
15,18,34,44
15,28,30,34
15,28,30,44
15,28,34,44
15,30,34,44
18,28,30,34
18,28,30,44
18,28,34,44
18,30,34,44
28,30,34,44
04,09,14,23
04,09,14,32
04,09,14,38
04,09,23,32
04,09,23,38
04,09,32,38
04,14,23,32
04,14,23,38
04,14,32,38
04,23,32,38
09,14,23,32
09,14,23,38
09,14,32,38
09,23,32,38
14,23,32,38
10,11,22,27
10,11,22,36
10,11,22,41
10,11,27,36
10,11,27,41
10,11,36,41
10,22,27,36
10,22,27,41
10,22,36,41
10,27,36,41
11,22,27,36
11,22,27,41
11,22,36,41
11,27,36,41
22,27,36,41
10,12,20,36
10,12,20,41
10,12,20,44
10,12,36,41
10,12,36,44
10,12,41,44
10,20,36,41
10,20,36,44
10,20,41,44
10,36,41,44
12,20,36,41
12,20,36,44
12,20,41,44
12,36,41,44
20,36,41,44
23,24,25,35
23,24,25,37
23,24,25,39
23,24,35,37
23,24,35,39
23,24,37,39
23,25,35,37
23,25,35,39
23,25,37,39
23,35,37,39
24,25,35,37
24,25,35,39
24,25,37,39
24,35,37,39
25,35,37,39
16,24,27,31
16,24,27,36
16,24,27,43
16,24,31,36
16,24,31,43
16,24,36,43
16,27,31,36
16,27,31,43
16,27,36,43
16,31,36,43
24,27,31,36
24,27,31,43
24,27,36,43
24,31,36,43
27,31,36,43
11,21,24,27
11,21,24,29
11,21,24,37
11,21,27,29
11,21,27,37
11,21,29,37
11,24,27,29
11,24,27,37
11,24,29,37
11,27,29,37
21,24,27,29
21,24,27,37
21,24,29,37
21,27,29,37
24,27,29,37
03,05,33,37
03,05,33,41
03,05,33,43
03,05,37,41
03,05,37,43
03,05,41,43
03,33,37,41
03,33,37,43
03,33,41,43
03,37,41,43
05,33,37,41
05,33,37,43
05,33,41,43
05,37,41,43
33,37,41,43
04,05,07,10
04,05,07,25
04,05,07,39
04,05,10,25
04,05,10,39
04,05,25,39
04,07,10,25
04,07,10,39
04,07,25,39
04,10,25,39
05,07,10,25
05,07,10,39
05,07,25,39
05,10,25,39
07,10,25,39
