14,15,16
14,15,17
14,15,19
14,15,34
14,16,17
14,16,19
14,16,34
14,17,19
14,17,34
14,19,34
15,16,17
15,16,19
15,16,34
15,17,19
15,17,34
15,19,34
16,17,19
16,17,34
16,19,34
17,19,34
03,05,13
03,05,19
03,05,20
03,05,33
03,13,19
03,13,20
03,13,33
03,19,20
03,19,33
03,20,33
05,13,19
05,13,20
05,13,33
05,19,20
05,19,33
05,20,33
13,19,20
13,19,33
13,20,33
19,20,33
05,21,24
05,21,28
05,21,29
05,21,34
05,24,28
05,24,29
05,24,34
05,28,29
05,28,34
05,29,34
21,24,28
21,24,29
21,24,34
21,28,29
21,28,34
21,29,34
24,28,29
24,28,34
24,29,34
28,29,34
01,09,10
01,09,19
01,09,30
01,09,38
01,10,19
01,10,30
01,10,38
01,19,30
01,19,38
01,30,38
09,10,19
09,10,30
09,10,38
09,19,30
09,19,38
09,30,38
10,19,30
10,19,38
10,30,38
19,30,38
10,21,22
10,21,24
10,21,43
10,21,44
10,22,24
10,22,43
10,22,44
10,24,43
10,24,44
10,43,44
21,22,24
21,22,43
21,22,44
21,24,43
21,24,44
21,43,44
22,24,43
22,24,44
22,43,44
24,43,44
06,07,14
06,07,31
06,07,39
06,07,44
06,14,31
06,14,39
06,14,44
06,31,39
06,31,44
06,39,44
07,14,31
07,14,39
07,14,44
07,31,39
07,31,44
07,39,44
14,31,39
14,31,44
14,39,44
31,39,44
02,13,27
02,13,33
02,13,40
02,13,41
02,27,33
02,27,40
02,27,41
02,33,40
02,33,41
02,40,41
13,27,33
13,27,40
13,27,41
13,33,40
13,33,41
13,40,41
27,33,40
27,33,41
27,40,41
33,40,41
17,19,24
17,19,30
17,19,31
17,19,40
17,24,30
17,24,31
17,24,40
17,30,31
17,30,40
17,31,40
19,24,30
19,24,31
19,24,40
19,30,31
19,30,40
19,31,40
24,30,31
24,30,40
24,31,40
30,31,40
04,14,21
04,14,28
04,14,32
04,14,36
04,21,28
04,21,32
04,21,36
04,28,32
04,28,36
04,32,36
14,21,28
14,21,32
14,21,36
14,28,32
14,28,36
14,32,36
21,28,32
21,28,36
21,32,36
28,32,36
04,16,19
04,16,30
04,16,32
04,16,44
04,19,30
04,19,32
04,19,44
04,30,32
04,30,44
04,32,44
16,19,30
16,19,32
16,19,44
16,30,32
16,30,44
16,32,44
19,30,32
19,30,44
19,32,44
30,32,44
03,15,22
03,15,23
03,15,38
03,15,43
03,22,23
03,22,38
03,22,43
03,23,38
03,23,43
03,38,43
15,22,23
15,22,38
15,22,43
15,23,38
15,23,43
15,38,43
22,23,38
22,23,43
22,38,43
23,38,43
28,30,32
28,30,38
28,30,44
28,30,45
28,32,38
28,32,44
28,32,45
28,38,44
28,38,45
28,44,45
30,32,38
30,32,44
30,32,45
30,38,44
30,38,45
30,44,45
32,38,44
32,38,45
32,44,45
38,44,45
06,11,20
06,11,30
06,11,37
06,11,40
06,20,30
06,20,37
06,20,40
06,30,37
06,30,40
06,37,40
11,20,30
11,20,37
11,20,40
11,30,37
11,30,40
11,37,40
20,30,37
20,30,40
20,37,40
30,37,40
